0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,label
0.0,0.0,0.0,-0.09769366692035948,-0.03042107857849921,-0.03865797636146573,-0.16905577230775637,-0.16217758282030928,-0.061864396105620376,-0.1479879403672219,-0.31484998688879834,-0.08873584866871054,-0.10627302170691656,-0.40801481181340954,-0.11368573224497394,-0.18721133048565497,-0.41798211192107626,-0.03526408735131505,-0.2550380164326862,-0.601086531571924,-0.07337870576070872,-0.3000327185395328,-0.7178177008488764,-0.09592062016344206,-0.3358516697216525,-0.8191178118491228,-0.10976024555024276,-0.1202776574923083,-0.4633904436076212,-0.048066579227925656,-0.1548943288766682,-0.6970491211464734,-0.09121331064236594,-0.1811783210313985,-0.846718658799876,-0.1161337104281045,-0.19977926563152726,-0.9715996748624212,-0.12681607481295568,-0.04935276871702968,-0.4535923376319496,-0.06595347665928611,-0.06074477829130963,-0.5559786380636882,-0.1293737112840299,-0.05698640209756722,-0.3987120335185555,-0.13210906583212534,-0.047990255224171656,-0.27676509934079985,-0.11365376951005021,0.019492771613635836,-0.40868750343633414,-0.0869620033552481,-0.0006832333133915716,-0.4743207271394471,-0.13106654205911442,-0.007028935661125017,-0.36404502556221574,-0.12051094973782445,-0.005173598138935368,-0.27159598142031294,-0.10050666730136511,2.516212682288284,2.854845249483006,3.113958386690987,3.0783965323032545,3.105704482550412,3.056328603037493,0.5755452605742163,2.9657926897241667,0.5806733039656982,2.9978510800043328,peace
0.0,0.0,0.0,-0.09665714578163742,-0.04138840913859563,-0.035386857512308446,-0.1653689634522098,-0.18066828935923626,-0.05543677516224954,-0.14368323244584083,-0.3350364963673426,-0.08043370743453115,-0.099953241354714,-0.4150870079230444,-0.10336275629180165,-0.1842391138662437,-0.41935403829582923,-0.0240816067106849,-0.25039587425516785,-0.6005244768877199,-0.058412319706464405,-0.29311361694504184,-0.7153822842154582,-0.07903924305558109,-0.32746529015871856,-0.8153889595658609,-0.09227416771728497,-0.11975223100599897,-0.4656510767359296,-0.038626672263249257,-0.1554486163355669,-0.6972406607182524,-0.08006094015119351,-0.18217486738401842,-0.8490255295250411,-0.10488081122206022,-0.1998198153749574,-0.973005171550924,-0.1154685131049791,-0.04920006832781856,-0.4528739657522257,-0.05846639719082063,-0.06120577487132473,-0.5600933182328635,-0.12101782090204634,-0.05691476436388942,-0.39616498743514694,-0.1225922991993987,-0.04721910068277629,-0.2729287295834299,-0.10273735861573792,0.019490766724934636,-0.40358553584129275,-0.08130830627890255,-0.0014145672907426834,-0.47769575099824285,-0.1251674756836919,-0.008111410872354327,-0.36464349141750557,-0.11400268664733572,-0.006597925526178283,-0.2734448237856909,-0.09335759085242919,2.549017919547487,2.7772797941340266,3.118892930022035,3.085670144746942,3.1109930101757053,3.0565788283114577,0.541546883696352,2.963571548034701,0.5255046550510598,2.9934906754885664,peace
0.0,0.0,0.0,-0.09887696128181925,-0.04388598899924989,-0.03711277526079191,-0.17014255076956109,-0.1790057597183098,-0.05787783791350377,-0.15054495531792567,-0.33145722518985976,-0.08310053069718454,-0.1006359446487825,-0.413080803525513,-0.1062340393383624,-0.1932192207280765,-0.4140115802134729,-0.025595423132418485,-0.25941089072391704,-0.5976863847482272,-0.06188742052503074,-0.3015736244698633,-0.7138601036972236,-0.08435959238890688,-0.33750331851986537,-0.8136157656341778,-0.09837153892734972,-0.1292484946536768,-0.46177387178770807,-0.03835798159662894,-0.1681246374571087,-0.6947446400229068,-0.07980557627787944,-0.19454801651248835,-0.8462837861345868,-0.10468780139727057,-0.21355576849359512,-0.9701215809777513,-0.11514361408405825,-0.05891209979720142,-0.45357156702263396,-0.0567386170163077,-0.0689547320108919,-0.55639734181122,-0.11929413157935705,-0.06150759564080848,-0.398309140179086,-0.12188502957069887,-0.050592590998756744,-0.2758663897443701,-0.10216836787312665,0.009504864775986761,-0.40747742239354845,-0.07820943763191611,-0.009971175986371187,-0.481688933282489,-0.12164125276197638,-0.01182996076307744,-0.37182406091266307,-0.1104099109401489,-0.00627615074083986,-0.2796457913468836,-0.0893967455424435,2.534499254528554,2.721850170273232,3.121282288489691,3.0860663909286474,3.119422343924087,3.058824194473194,0.563245643933149,2.9599466946660233,0.48818289638604784,2.994749461441733,peace
0.0,0.0,0.0,-0.09696540652592049,-0.043705398243257136,-0.03351901661318329,-0.17287448483882828,-0.1852414090850332,-0.05182379762169888,-0.15145274512494158,-0.33805376375262947,-0.07597301976346714,-0.09328065428087094,-0.411414297369625,-0.09893995112042095,-0.19521244885573413,-0.41716541943699736,-0.019819551332127837,-0.26131169448684766,-0.5942332609416672,-0.05349750869073796,-0.3035315154948134,-0.7074711161466677,-0.07408461382319327,-0.33834856497067894,-0.804568999134312,-0.087199988987424,-0.13291577076466232,-0.46538067146110274,-0.034889348777639106,-0.17256272137406675,-0.698642069497626,-0.07422442086828299,-0.20134226294272412,-0.8472995941527655,-0.09753377758073603,-0.22104437271475028,-0.9694159363538134,-0.10664017833069082,-0.0627756971978311,-0.4556045002921633,-0.05551837465645009,-0.0751377563035062,-0.5604820717126835,-0.1159580894215505,-0.06769961388485143,-0.39896400828299033,-0.11829384996442595,-0.05620512767689737,-0.2784326499723833,-0.09864960413576192,0.006072089852055211,-0.4062246388174494,-0.07910368016739962,-0.014167552203372544,-0.480111002082518,-0.11957463108146928,-0.01638631926553456,-0.37210409337905404,-0.1076219998494345,-0.009945925126344358,-0.2858584323042867,-0.08687044146167175,2.514311356799783,2.613720724339263,3.1198785109536513,3.089595765358952,3.1112812294116243,3.0535185275936065,0.5389968593541419,2.958293414005552,0.4655603298914002,2.982040821711687,peace
0.0,0.0,0.0,-0.09148139797972403,-0.04347749824218968,-0.03743697384835571,-0.16274023623891598,-0.18059701594908673,-0.05911596688776649,-0.15106750163180002,-0.33231567290056474,-0.08558473251455895,-0.10376548102845953,-0.4197540766566167,-0.11019868817096712,-0.18499347927391296,-0.41178950584401924,-0.026916895489851596,-0.251035619506881,-0.5858719065287835,-0.06438302261173484,-0.2946796675967332,-0.6973995956452625,-0.08645189672938666,-0.3307039603059989,-0.7925309781361889,-0.10028255687071445,-0.12365960072166683,-0.45956201978200334,-0.04171970799063546,-0.16042318304249906,-0.6959744029040741,-0.08739988122150982,-0.19119310098142542,-0.8456627759412015,-0.11372116419567971,-0.21240896878621784,-0.9692531473097232,-0.12422063600453673,-0.05412231008847278,-0.44739709110070025,-0.06176280808689395,-0.06736495341152463,-0.5702657464626847,-0.12771169255359116,-0.05945683114841471,-0.40427532522697907,-0.12718766296196013,-0.04753793293751946,-0.2844305281303484,-0.10486225331881083,0.015251492764601771,-0.3955011703826986,-0.08484336269406383,-0.004640230527919745,-0.47229103455806737,-0.1300473927428444,-0.007216893798630675,-0.35955342936200674,-0.11693621862408247,-0.0014576772838180206,-0.2746570742000932,-0.09435538428700357,2.591155515372411,2.7249731776263006,3.1132547714054732,3.085617230908844,3.088066491816484,3.046001936808608,0.49080760834657805,2.9530244148383886,0.47992275472641893,2.9697574130148254,peace
0.0,0.0,0.0,-0.09149677771331866,-0.04330452856564734,-0.03272795523283621,-0.16030339094913099,-0.18921370620455014,-0.05321592484211543,-0.1490916885297815,-0.34021470974911816,-0.07956335114268746,-0.11078965559075266,-0.41538812316428003,-0.10468325988031886,-0.19405012685603423,-0.41321861490179523,-0.02602626483192826,-0.264149087942007,-0.5899150012548026,-0.06151303025783068,-0.30940451866613183,-0.7008693638225418,-0.08191743655525467,-0.3465053124316391,-0.7941667006979025,-0.09463421053673654,-0.13018130293445276,-0.4588306827430333,-0.04362943842222269,-0.16848374627292592,-0.6990998582184533,-0.08789550296094986,-0.199451393942716,-0.8467758738650566,-0.11455169926844715,-0.2203620664296553,-0.9672841986967263,-0.1257053643663792,-0.05928972372168536,-0.44660296809936484,-0.06562901605978391,-0.07897904746233148,-0.5653597081026813,-0.1283183861783464,-0.06926284061808025,-0.40831625673959054,-0.12664791509016507,-0.05402443565088796,-0.2972371327407783,-0.1046654844543868,0.00953439989041793,-0.3962297195047678,-0.09021128442538064,-0.02288879780855668,-0.4835504092725116,-0.12960515943605477,-0.02258359742179815,-0.37181163656686395,-0.11215760846004726,-0.011195696841021053,-0.2848760382777062,-0.0877933733492334,2.6302880464643077,2.737127498350248,3.113485428619081,3.089130022073337,3.090659454833705,3.0478069573699864,0.4801719146182701,2.942728864038326,0.4187063269444515,2.968336095241021,peace
0.0,0.0,0.0,-0.08906135420033745,-0.0524518466663445,-0.03425129903209951,-0.15584369902196285,-0.19531727985099204,-0.055740909138590596,-0.1462972969356827,-0.3452039673447396,-0.08203718606033195,-0.10594142719714848,-0.42629141172632745,-0.10671274547865717,-0.18847395449925955,-0.4115231694746837,-0.03141151834846673,-0.2610160900625017,-0.591600181813496,-0.06765352694487033,-0.3063996325628448,-0.6995050730979133,-0.08863952835996676,-0.3429715279693443,-0.7899725795849661,-0.10180611506625872,-0.12536816044258423,-0.4570389789768764,-0.04571578083040724,-0.1601886630932172,-0.6976683244069601,-0.0902004836972468,-0.18614644387909296,-0.8485352172528202,-0.11804803100692628,-0.20240251641387244,-0.9705776190051396,-0.13043123412605648,-0.055596831201405614,-0.4480253922317304,-0.06394467277521876,-0.0648966032118339,-0.5593997593946762,-0.12165374675501486,-0.05754891449732947,-0.4140676090810948,-0.12056827775734585,-0.04420160568213563,-0.3034518688143822,-0.1008235589561779,0.011797161759937983,-0.4046583316515066,-0.08524975271838693,-0.009735573044854232,-0.4726899265084403,-0.12177028709931248,-0.009149739870869547,-0.3758300932242304,-0.10697383575204862,0.0018359159501230545,-0.29685295289628794,-0.08510184580282172,2.64497062355814,2.741460730056363,3.1144677124296,3.0869351379860146,3.1104184443693748,3.0503417627660285,0.47082583443886217,2.958179631040652,0.430586563406557,2.9641146936260254,peace
0.0,0.0,0.0,-0.09255013900035614,-0.062055329740083154,-0.02922463726656998,-0.16011066284960376,-0.21748946177563855,-0.04867328633104222,-0.1437190571605485,-0.3693055996426991,-0.07435757063990396,-0.08884490201221963,-0.42437174639083153,-0.09874563811945877,-0.18865499242667097,-0.41849003063900303,-0.02375798631407851,-0.25839012965037483,-0.5901460179431596,-0.06042473181203768,-0.3051263090204846,-0.6995132148698038,-0.08190472473467497,-0.3445549695509873,-0.7919702278998516,-0.09666335254395515,-0.12661587722379095,-0.46217271132165466,-0.042302148046698886,-0.15939464036603157,-0.7092331842114263,-0.08853336744751039,-0.1805972283855895,-0.8553026318090314,-0.1159194338006508,-0.19307553444098127,-0.9728566633627236,-0.12756077199154034,-0.056196142150563455,-0.4491481332031448,-0.06463616189937589,-0.06767746940518175,-0.5584712782455291,-0.12320314202284949,-0.06469112473021092,-0.3996626570824853,-0.11853389340139457,-0.05622240109134376,-0.29202022774152,-0.09620405425395431,0.01378221313118746,-0.40251383278360336,-0.08988616924500492,-0.011516626158618055,-0.47167299520789663,-0.12271119942122287,-0.016603399113053762,-0.3602817074689741,-0.10278642993281242,-0.010882106835500572,-0.28393405238746316,-0.07855333773541404,2.626232253178442,2.470651156214104,3.108458704644798,3.0965884536821027,3.120392262099653,3.0448069658843995,0.46798888557264723,2.9555101199225295,0.4499278701570338,2.963442607600705,peace
0.0,0.0,0.0,-0.09495631078183406,-0.05594730091805142,-0.03265262402688596,-0.16423456390026628,-0.21289845322385487,-0.053369116967349854,-0.1466943306262247,-0.35929121764160715,-0.07951741874391069,-0.08985066246296047,-0.4112433242023233,-0.10484849673799344,-0.18735354886907798,-0.4160691274111147,-0.033367555941474135,-0.2559282466841722,-0.5876854429471858,-0.07110495635709597,-0.300506932989288,-0.6989081784796569,-0.09293849118641391,-0.3374506532102417,-0.7955325505981427,-0.10809081699667318,-0.12220691645882918,-0.45971097976716735,-0.051061306053881504,-0.1516845298194078,-0.7049332541139521,-0.09692466608080459,-0.17179127452036494,-0.8514371531926461,-0.1230405303352189,-0.18496229397574926,-0.9734749128783953,-0.13466827318871047,-0.05061402739002005,-0.4424577327862404,-0.07252992921976838,-0.05894302720014357,-0.5643699266703366,-0.13260009173869003,-0.057490242776989525,-0.40350168669661474,-0.12886025976367094,-0.0505809994184952,-0.29260417254141086,-0.10748382573733452,0.01747358223240582,-0.3871342439609985,-0.09703562407185361,-0.0027347755521165075,-0.46337931622612377,-0.13361514395815488,-0.008511695076035776,-0.3559469123627459,-0.11654094726430073,-0.0043135721008631285,-0.279048421850156,-0.09411036118171397,2.6094169249966876,2.4384811213404367,3.1100921531676717,3.092218545476714,3.115525054505659,3.0524482842128413,0.4379828869632518,2.9646835129285414,0.4081906583707864,2.9729568779947178,peace
0.0,0.0,0.0,-0.09347617378605655,-0.052307507004425685,-0.0324255404710371,-0.16503683152183268,-0.20713256123841514,-0.052429930403378316,-0.1450090056048188,-0.3577650793612125,-0.07775253291350673,-0.08297085903424531,-0.41499634392867507,-0.10215361658575697,-0.18297378363986247,-0.41884994091608174,-0.03329394320659073,-0.25580119263668283,-0.5810843062875346,-0.07030031121389738,-0.30266731820401466,-0.6859721797766748,-0.09136204099738655,-0.3404953668179911,-0.7777038359903742,-0.10574418737315708,-0.11956669461354019,-0.46282407065732123,-0.050082487591772994,-0.14586279655412446,-0.706812440675636,-0.09615806893207163,-0.1649431812334304,-0.8536159356467033,-0.12176363110609303,-0.17569528322523928,-0.9754973657086244,-0.13242377787971973,-0.05034894233289631,-0.443881389362082,-0.07065422970131274,-0.049039037018956295,-0.5572127728535694,-0.13116284230158526,-0.0491469221511957,-0.3955161848982376,-0.12865061712502177,-0.04310340681979072,-0.2841029091536898,-0.10754866922517822,0.015155763313175016,-0.38502120913826593,-0.09422097827167289,0.003057644456218233,-0.45935990902920654,-0.1322324690705716,-0.002978229011653122,-0.3510257049268634,-0.1167885063598675,-0.0005066106001408334,-0.2713024880539468,-0.09493223348203032,2.5797998587191486,2.4559374053975187,3.1074274299607225,3.084161401085434,3.109876756007662,3.0442615727021205,0.4755474037994711,2.959869301663823,0.387196003282725,2.985183640053053,peace
